datetime,headline,sentiment
2014-07-01,Hafiz Saeed tours Pak villages near Rajasthan border,0.0
2014-07-02,Under attack; Gadkari denies any e-rickshaw links,-0.7096
2014-07-03,Rape wounds woman's soul; injury not must for conviction; Bombay high court says,-0.8176
2014-07-04,ISIS snatches Indian nurses; MEA claims they are safe,0.4404
2014-07-05,If denied leader of opposition post; Congress may take battle to court,-0.6705
2014-07-06,NDA to stick to UPA's stand in Rajiv killers' case; won't set them free,-0.7907
2014-07-07,New poverty line: Rs 32 in villages; Rs 47 in cities,-0.5106
2014-07-08,Fatwas have no legal standing: Supreme Court,0.4404
2014-07-09,CBI to exhume Badaun rape victims' bodies,-0.7906
2014-07-10,Cong; CPM target govt on price rise,0.0
2014-07-11,Ganguly gets Centre's clean chit in intern case,0.4019
2014-07-12,Puducherry lieutenant governor Virendra Kataria sacked,0.0
2014-07-13,Trapped in Gulf; desis rely on fake passports to return,-0.7579
2014-07-14,Modi govt to give legal backing to Aadhaar,0.1531
2014-07-15,Met Hafiz Saeed only as a journalist; Ramdev aide Ved Prakash Vaidik says,0.0
2014-07-16,Agreement on BRICS development bank significant step: Modi,0.6124
2014-07-17,Tamil Nadu: A place where ending one's life is an act of honour,0.5719
2014-07-18,Maharashtra industries minister Narayan Rane to quit govt; Cong-NCP in a fix before polls,0.0
2014-07-19,36% of children in Bihar drop out before Class V: CAG,-0.2732
2014-07-20,Liquor contractor employees robbed of Rs 9 lakh; SUV at gunpoint,0.0
2014-07-21,This Independence Day; India will remember her 1.3 million troops of WWI,0.0
2014-07-22,Bharat Ratna Bhimsen Joshi's heirs vie for his riches in high court,0.5267
2014-07-23,It'll be 'Brand Bihar' vs BJP in assembly polls: Nitish Kumar,0.0
2014-07-24,Bhubaneswar Rajdhani's pilot loco derails as Maoists trigger blast,-0.3182
2014-07-25,Nitish-Lalu meet on cards to finalise alliance,0.0
2014-07-26,Announcement of new US ambassador to India soon: Nisha Desai Biswal,0.0
2014-07-27,BJP to protest cut in scholarship,-0.4767
2014-07-28,In Saharanpur; police launch hunt for rioters; 38 held,0.0
2014-07-29,Pak diplomat in Sri Lanka on terror radar,-0.5267
2014-07-30,Outfits linked to RSS claim clearance to GM trials put on hold,0.0
2014-07-31,Maoists killed as cops; rebels exchange fire in Bastar,-0.8271
2014-08-01,Why victims of custodial deaths in Maharashtra only from minorities; Bombay HC asks,-0.3182
2014-08-02,Appear for potency test on August 6; HC tells Nityananda,0.0
2014-08-03,NDA; UPA failed to curb farmer suicides,-0.5106
2014-08-04,6-year-old boy falls into borewell; stuck at 160 feet,-0.25
2014-08-05,Ready to face death penalty if found guilty of sexual harassment: MP HC judge,-0.8934
2014-08-06,Women Maoist cadres sexually exploited: Govt,-0.4588
2014-08-07,Ratan Tata's message to Bengal: Look what Modi has done,0.0
2014-08-08,UP cops book 9-year-old boy for 'disturbing law and order',-0.5106
2014-08-09,Jaswant Singh in coma after fall at home,0.0
2014-08-10,Day after Rahul's attack; Modi links UP riots to vote-bank politics,-0.7506
2014-08-11,Japanese ate Indian PoWs; used them as live targets in WWII,0.0
2014-08-12,Will Modi; Chavan share dais to launch Nagpur metro?,0.296
2014-08-13,Raipur plans makeover of mongrels into sniffers,0.0
2014-08-14,SC refuses CBI probe in 'Snoopgate',0.0
2014-08-15,Mumbai ATS picks up 2 youths who had planned to go to Iraq,0.0
2014-08-16,Ex-RBI officer surrenders in Rs 650 crore Pen bank scam,-0.5719
2014-08-17,Water released by Nepal floods 7 UP districts; 3 lakh hit,0.0
2014-08-18,Floods disrupt life in Arunachal districts,0.0
2014-08-19,21 killed as train hits autorickshaw in Bihar,-0.6705
2014-08-20,Married daughter part of parents' family: Bombay HC,0.0
2014-08-21,Chief minister Manohar Parrikar bans Shri Ram Sena in Goa,0.0
2014-08-22,Come back home; Diggy urges Pawar,0.0
2014-08-23,School bullying or suicide? Minister's son in ICU,-0.8555
2014-08-24,Teesta a thorn in India-Bangladesh ties: Envoy,0.0
2014-08-25,Mahuaa TV raised Rs 1;724 crore in loans through deception,-0.4404
2014-08-26,Saradha scam: ED heat on TMC MP on source of funds,-0.5719
2014-08-27,Love jihad: National shooter Tara Shahdeo's husband arrested,0.2732
2014-08-28,Indian youth from Kalyan who joined ISIS killed in clashes in Iraq,-0.6705
2014-08-29,Jayalalithaa wealth case verdict on September 20,0.5859
2014-08-30,Malaysian team scouts for ways to invest in West Bengal,0.0
2014-08-31,500 AAP volunteers quit party in Maharashtra,0.4019
2014-09-01,Truce talks with Trinamool Congress not possible: Buddhadeb Bhattacharjee,0.0
2014-09-02,CBI likely to file chargesheet next week in Dudu case,0.0
2014-09-03,Thousands of private Haj pilgrims denied visa by Saudi embassy,-0.4404
2014-09-04,Now; cops say Nigerian students in Mumbai colony can stay if they present valid papers,0.0
2014-09-05,Nithari killer Surinder Koli to be hanged on September 12,-0.6486
2014-09-06,Karthik Gowda's bail plea verdict likely today,0.1531
2014-09-07,Cancer behind 70% deaths in India's atomic energy hubs,-0.5106
2014-09-08,J&K flood toll over 150; PM lines up Rs 1;000 crore to fight 'national crisis',-0.7717
2014-09-09,BJP ups the ante; dubs Mamata Banerjee 'queen of corruption',0.0
2014-09-10,More trouble for Jagan as CBI files crucial chargesheet,-0.4576
2014-09-11,TMC licks Saradha wounds ahead of bypolls,0.0
2014-09-12,Flood-hit Vadodara limps back to normalcy,0.0
2014-09-13,Centre panel to deal with Meghalaya ban on coal mining,-0.5574
2014-09-14,UP's first family exudes confidence on poll day; dismisses Modi wave,0.5106
2014-09-15,PM to speak in Hindi at UN; Rajnath says,0.0
2014-09-16,Seat deal with Cong in 3-4 days: Sharad Pawar,0.0
2014-09-17,NCP; Congress play hardball in Maharashtra,0.34
2014-09-18,Chinese President Xi Jinping's India visit: After six decades; a Chinese leader gets public welcome,0.4588
2014-09-19,Amit Shah slams Pawar on corruption; promises Shivaji era in Maharashtra,0.3818
2014-09-20,Sonia back; Congress to discuss seats for Maharashtra,0.0
2014-09-21,Isro inks deal with China for space exploration,0.2263
2014-09-22,A Himalayan disaster awaits India,-0.5859
2014-09-23,Finally; Siddaramaiah logs on to social media,0.0
2014-09-24,Narendra Modi to wield a broom on October 2,0.0
2014-09-25,Modi visits Jaitley; gridlock in south Delhi,0.0
2014-09-26,Google to do 3D mapping of Karnataka's monuments,0.0
2014-09-27,US steps in to nip in bud Modi legal wrangle; says he enjoys immunity,0.5859
2014-09-28,DRDO develops CO filters for submarines,0.0
2014-09-29,Karnataka high court to hear Jaya's bail plea on Tuesday,0.0
2014-09-30,Terrorism is a threat to humanity; there is no good or bad terrorist: Narendra Modi,-0.9477
2014-10-01,ED bank freeze trips top football clubs,0.25
2014-10-02,MOM takes 3.2 Earth days to go around Mars,0.0
2014-10-03,Jayalalithaa shifted to another cell; subscribes to Tamil channels,0.0
2014-10-04,Clogged toilets ground Air India's Australia-Delhi flight,0.0
2014-10-05,Foster son's mega marriage proved to be Jaya's undoing,0.0
2014-10-06,Jayalalithaa DA case: Fresh bank account for foster son's wedding a novel story; court says,0.5574
2014-10-07,HC to hear Jayalalithaa's bail plea today,0.0
2014-10-08,Pakistan targets BSF posts; villages; India hits back with heavy fire,-0.34
2014-10-09,Rs 100-crore fine an arbitrary exercise of power: Jayalalithaa,0.2023
2014-10-10,CFSL in the dark; says IEDs were unique,0.0
2014-10-11,2 held for following; filming Jaya case judge,0.0
2014-10-12,Kunal Ghosh gives fresh statement to CBI,0.3182
2014-10-13,Cyclone Hudhud has little impact in Bengal,0.0
2014-10-14,Bangladeshi terror link terror link keeps Bengal on its toes,-0.7783
2014-10-15,Quit due to dysfunctional environment in Navy; Admiral Joshi says,0.3182
2014-10-16,ED probes Saradha's overseas links,0.0
2014-10-17,Karat eyes unified Left to counter BJP,0.3818
2014-10-18,Enough time till 2019 for Ram temple: RSS,0.0
2014-10-19,Bangla infiltration back on Bengal's political agenda,0.0
2014-10-20,On Yousuf hunt; sleuths set sights on his kids,0.0
2014-10-21,Say no to Diwali gifts: Govt diktat,-0.296
2014-10-22,Youth joining JMB; suspect Assam cops,-0.296
2014-10-23,Tada court rejects Daimary's bail plea,-0.4939
2014-10-24,Manipur Olympic Association stands by Sarita; writes to IOA; sports minister,0.0
2014-10-25,Gogoi at Sonia door for ministry rejig,0.0
2014-10-26,Modi; CMs of BJP-ruled states to attend Khattar's swearing-in today,0.0
2014-10-27,NSG inducts dog breed that sniffed out Osama's hideout in Pakistan,0.0
2014-10-28,Black money account holder big donor to BJP; Congress,0.0
2014-10-29,Power outages at Kudankulam nuclear plant dangerous: Study,-0.4767
2014-10-30,BJP sets up team to probe Birbhum attacks on cadres,-0.4404
2014-10-31,It may all be over between Shiv Sena & BJP; Uddhav Thackeray; team to skip CM's oath ceremony,0.0
2014-11-01,Only 20 universities comply with UGC call on women's safety,0.4215
2014-11-02,Sri Lanka snubs India; opens port to Chinese submarine again,-0.4767
2014-11-03,NIA raids aluminium factory in Bardhaman,0.0
2014-11-04,Committee report out but no immediate action on SP 'traitors',-0.4215
2014-11-05,Terror alert for Kolkata port; Navy pulls out ships docked for display,-0.296
2014-11-06,Rajnath Singh speaks in Hindi at Interpol conference,0.0
2014-11-07,Prakash Karat denies rift in CPM; says no truck with Congress,-0.6124
2014-11-08,Goa deputy CM revolts; but told nothing can be changed,0.0
2014-11-09,Will join Cabinet rejig only if Maharashtra tangle is solved: Sena,0.5106
2014-11-10,Shiv Sena; NCP to share opposition benches today,0.296
2014-11-11,J&K ex-separatist Sajjad Lone meets Modi; buzz of a tie-up grows,-0.2732
2014-11-12,In record bid; Jain monk to recall on the spot 500 questions by audience,0.0
2014-11-13,Defence deals stuck due to lobbying; Parrikar says,-0.2263
2014-11-14,Sunanda Pushkar's death: Lens on flyers from Pakistan; Dubai,-0.5994
2014-11-15,IPL spot-fixing: Jolt for Srinivasan as Mudgal panel refuses to give him clean chit,0.4019
2014-11-16,21 states; UTs join Centre in fight against honour killings,-0.296
2014-11-17,Refuelling row delayed PM Narendra Modi's flight in Myanmar,-0.2263
2014-11-18,Bajrang Dal forces Victoria statues out of Agra park,0.0
2014-11-19,Narendra Modi reaches Fiji; first visit by an Indian PM in 33 years,0.0516
2014-11-20,Saradha scam: Unwell Madan Mitra unlikely to report to CBI on Friday,-0.5719
2014-11-21,Bengal minister goofs on bill in assembly,0.0
2014-11-22,Barack Obama will be the show-stopper at the Republic Day parade in January,0.0
2014-11-23,Over 65% turnout in Rajasthan; polling for civic bodies peaceful,0.4939
2014-11-24,After Haryana; BJP fields Sidhu for J&K campaign,0.0
2014-11-25,Come arrest me; dares Mamata,-0.34
2014-11-26,Tighter security not in place even six years after 26/11 terror attacks in Mumbai,-0.5994
2014-11-27,CBI gets Srinjoy custody for three more days,0.0
2014-11-28,E-visa for 43 nations; big boost for tourism,0.4019
2014-11-29,Govt may ignore RSS pressure and back GM-crop field trials,-0.5719
2014-11-30,Bicycle pump used in Odisha sterilization operations,0.0
2014-12-01,Brave sisters fight molesters on Haryana bus; thrown off,-0.34
2014-12-02,New CBI director to be selected on Tuesday by a committee including PM Narendra Modi,0.0
2014-12-03,Fleet of puppets from Australia steps in to salvage our heritage,0.0
2014-12-04,Young; single Muslim males from India barred from visiting Iraq,0.0
2014-12-05,Arvind Kejriwal flies business class to Dubai; draws flak from BJP; Congress,0.0
2014-12-06,Naxal's central military commission lauds increased agitation in jails across India,0.0258
2014-12-07,Cancer survival rate in India among the lowest in the world,-0.7906
2014-12-08,Ajit Pawar is still Maharashtra's deputy CM on govt website,0.0
2014-12-09,Govt may not ban Uber cabs in other cities,0.4449
2014-12-10,Infant mortality rate record of AP; Telangana worst in south India,-0.6249
2014-12-11,Bureaucrats to inculcate interest in ethics; good governance in school children,0.7096
2014-12-12,More rape survivors speak up against Uber driver Yadav; his 'aunt' among them,-0.7178
2014-12-13,Maharshtra clears ACB enquiry against Ajit Pawar; Tatkare and Bhujbal,0.0772
2014-12-14,'Conversions': A lot of homework goes into 'ghar wapsi',0.0
2014-12-15,Suspect could give leads to jihadists,-0.296
2014-12-16,2G case: Raja says decision on cut-off date taken after 'due deliberations',0.0
2014-12-17,Mehdi may be linked to ISIS operatives: Cops,0.0
2014-12-18,Chinese army intrudes again in Ladakh; pushed back after 3-hour stand-off,0.0
2014-12-19,Most charges against Mehdi will not stick,-0.3384
2014-12-20,Mehdi's account full of Arabic; Persian tweets,0.0
2014-12-21,Won't let opposition kill insurance bill: FM,0.5773
2014-12-22,VHP: Just wanted to win over hearts; not convert the world,0.5859
2014-12-23,Harsimrat's brother must quit Team Badal; says BJP,0.0
2014-12-24,Army called out as Bodo militants kill 48 in Assam,-0.6908
2014-12-25,Court drops stringent charges from Indian Mujahideen case,-0.2732
2014-12-26,Raje government renames Rajiv Gandhi Seva Kendras after Vajpayee,0.0
2014-12-27,Panchayat minister Subrata Mukherjee 'impressed' with JU topper's non-violent protest,-0.25
2014-12-28,Speaker disqualifies 4 more JD (U) legislators,0.0
2014-12-29,Robert Vadra owned excess land in Haryana: Report,0.0
2014-12-30,Maharashtra CM Devendra Fadnavis travels in local; interacts with commuters,0.0
2014-12-31,ACB registers record number of graft cases in 2014,0.0772
2015-01-01,Left echoes Trinamool on Netaji secrets,0.0
2015-01-02,'Gandhian outlook' needed to be BJP member,0.0
2015-01-03,Government designs basic computer course for women,0.0
2015-01-04,Waste from 40;000km of drains choking Ganga,-0.7003
2015-01-05,Defence forces grapple with 429 types of defective indigenous equipment,-0.3612
2015-01-06,Ancient India knew aerial combat techniques,-0.34
2015-01-07,NIA chief to review situation in carnage-hit Assam districts,0.0
2015-01-08,David Headley involved in plot to attack Danish newspaper Jyllands-Posten's office,-0.4767
2015-01-09,Swine flu: High death rate alarms Rajasthan officials,-0.8225
2015-01-10,Sunanda talked of IPL; friend Sunil told cops,0.4939
2015-01-11,NDFB(S) leader killed in Kokrajhar,-0.6705
2015-01-12,12 NDFB(S) members nabbed in joint operation in Assam's Chirang district,0.0
2015-01-13,Plots for Haryana MLAs; MPs scrapped,0.0
2015-01-14,Army; Assam Police nab top NDFB-S rebel,0.0516
2015-01-15,Greenpeace activist uses Skype; beats offloading,0.0
2015-01-16,Realtor sues Gujarat royals for ownership of palace,0.0
2015-01-17,Govt gags I-T on info sharing with media,0.4215
2015-01-18,Goans registered in Portugal before 1961 to be Indians,0.0
2015-01-19,Man running fake PMO site arrested,-0.7351
2015-01-20,Medical Council of India ethics panel members misled World Medical Association to help Ketan Desai?,0.4019
2015-01-21,Small improvements but Laxman still critical,-0.3182
2015-01-22,Dayanidhi Maran's aide arrested by CBI,-0.4767
2015-01-23,AyajnaforModi Obamafriendship atAssiGhat,0.0
2015-01-24,Why four or five? one child like a tiger is enough: Uddhav Thackeray,0.3612
2015-01-25,Karnataka planning board won't sit; but wants more power,0.0
2015-01-26,Republic Day parade will be watched from ground; air and space,0.0
2015-01-27,Obama ends Republic Day with $4 billion pledge,0.0
2015-01-28,Centre considers banning Mephedrone; new drug abused by teens; youth,-0.5106
2015-01-29,NIA arrests 4 more in Khagragarh blast case,-0.4404
